mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
615CD044XPvAibaEXe+iIJOpfrvDw2MDa3Xhq30w,8.25,8.25,130
F0A39268XPvAibaEXe+iIJOpfrvDw+wwVAHpHkrV,7.68,7.68,127
FBBA5CC9XPvAibaEXe9yRt5bXcOfsuxuuIniNi4p,6.72,7.04,120
AB0C7AB6XPvAibaEXe9yRt5bXcOfsh6ASALVihBA,7.28,8.24,67
0D25B7B4XPvAibaEXe9yRt5bXcOfsoxkwTgZfsWI,7.44,7.44,128
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8,8.21,8.21,145
5C427CB8XPvAibaEXe9yRt5bXcOfsjwYNwwE+04M,7,7.08,117
7206970DXPvAibaEXe9yRt5bXcOfssCuK/ccjZpP,8.31,8.31,128
A67F245CXPvAibaEXe9yRt5bXcOfstXiEpKBa8kE,8.27,8.27,119
6BAD0417XPvAibaEXe9yRt5bXcOfsnbU3QAawVSU,7.34,7.58,124
B90EBCC3XPvAibaEXe9yRt5bXcOfsi/UPp+g+7My,7.86,7.86,122
D9EA631DXPvAibaEXe/7VNok06ub0Dev6lxcgviq,5.06,6.57,71
FDD36150XPvAibaEXe/7VNok06ub0Iv7mj4brU6G,6.33,6.44,108
EFC6CC7FXPvAibaEXe/7VNok06ub0LxKcLYQ406/,4.63,6.18,59
DF9F19C7XPvAibaEXe/7VNok06ub0JvLoH9dyvXN,3.61,7.13,13
EA5CA259XPvAibaEXe/7VNok06ub0IqniCJoX9Ie,7.06,7.06,137
33CAB33DXPvAibaEXe/7VNok06ub0OLC1+cPB/1J,5.7,6.56,102
B44E0B4CXPvAibaEXe/7VNok06ub0ATdhABiuyx3,7.14,7.23,113
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA,6.67,7.02,129
594AC45DXPvAibaEXe/7VNok06ub0EesnYpVAzra,7.23,7.23,17
952CCDB3XPvAibaEXe+g+689Av0WQxjR/4g6pBAb,3.41,6.65,24
E854A3AFXPvAibaEXe+g+689Av0WQ2EGhzPU1Qh5,7.38,7.38,117
EC7FDAFAXPvAibaEXe9yRt5bXcOfsijDufwvpJgd,8.29,8.29,127
0001EB57XPvAibaEXe/twT+sf632fUXnsgPGeB4G,8.79,8.79,129
468CAE9CXPvAibaEXe/twT+sf632fdkP6ftA8QP3,7.81,7.81,140
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw,8.59,8.59,128
B739B774XPvAibaEXe8JhJ4J3nSSl9hKIc5/mItt,8.31,8.31,126
16DB961FXPvAibaEXe+boSxJoV2lkGV0I7/yycIf,8.03,8.03,135
02D11BA0XPvAibaEXe/twT+sf632fV68MOhuBLMU,8.32,8.32,127
F3DC9766XPvAibaEXe/twT+sf632fXAqVDXhe9ZZ,7.99,7.99,131
06DEC3FFXPvAibaEXe/twT+sf632fctdpzTwNzBW,7.62,7.62,107
DD26669CXPvAibaEXe/twT+sf632faVfSD0i27Nj,7.09,7.3,102
0850B0F9XPvAibaEXe/twT+sf632fdDzR/0GA7ku,4.28,6.03,63
7BA2F48FXPvAibaEXe/twT+sf632fW8aXJozavJO,6.62,7.05,79
53C76C78XPvAibaEXe++P1Ki321T8dLKmOd542vM,7.9,7.9,136
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m,8.16,8.3,121
851A2F6EXPvAibaEXe++P1Ki321T8V+ZvvTEOTWt,7.86,7.86,124
761D0BE0XPvAibaEXe++P1Ki321T8fSUdMv0uQgk,5.64,7.17,91
09C5F90EXPvAibaEXe++P1Ki321T8WzWUflk+Nbj,8.1,8.1,130
2D694BC4XPvAibaEXe++P1Ki321T8TsdytVRMCMH,1.15,0,0
814DECDCXPvAibaEXe++P1Ki321T8SRYTMMR57OU,7.57,7.57,126
9131269CXPvAibaEXe++P1Ki321T8QwiqZBNKu1/,7.96,7.96,137
7B95A5C9XPvAibaEXe++P1Ki321T8Vj7DrzEq3Bh,6.48,7.96,52
6EDD9279XPvAibaEXe/6es9ZTmhAJYZtnmVC9i7g,8.54,8.54,133
85920946XPvAibaEXe/6es9ZTmhAJWULVfgdHLzy,8.5,8.5,146
F41340DCXPvAibaEXe++P1Ki321T8Z41T6oVJDou,8.03,8.12,128
A9194BC8XPvAibaEXe/6es9ZTmhAJWH1GOHxiRfg,8.48,8.6,126
1E2880BEXPvAibaEXe/6es9ZTmhAJRQcqZYLq6O+,7.28,7.5,112
16330429XPvAibaEXe/6es9ZTmhAJYovsQOSNcAx,8.48,8.48,123
AFAD2A51XPvAibaEXe/6es9ZTmhAJcgOBagnlwbW,8.73,8.73,127
ABC4F536XPvAibaEXe/6es9ZTmhAJU1gE/KF2/SH,6.27,6.57,120
D6B9B223XPvAibaEXe/X5qOvA9deFYAh2XNjLXb3,8.27,8.27,137
E4163ECCXPvAibaEXe/EbCJQv4uheGR8fcjpy0Ho,7.03,7.1,129
E4A2CA5FXPvAibaEXe/EbCJQv4uheBFQbvWbrhdc,8.78,8.78,132
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT,6.91,7.31,126
AD2D3287XPvAibaEXe/X5qOvA9deFUS0IY8Er9pu,1.11,7.6,14
67A05D6CXPvAibaEXe/X5qOvA9deFRJ0DDr9P9j3,6.91,7.6,108
9B2EE136XPvAibaEXe/X5qOvA9deFWAv7YB0HYtm,7.61,7.61,122
0E479942XPvAibaEXe/EbCJQv4uheFVawqT5Hb/C,6.29,7.04,102
E5E32A6AXPvAibaEXe/X5qOvA9deFclQHeQ/vAlU,8.04,8.04,125
DFD30B21XPvAibaEXe/X5qOvA9deFa5OjIz1SoyN,8.39,8.39,133
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,7.57,7.57,146
8551438DXPvAibaEXe/X5qOvA9deFcCm7Tv0Ewbt,5.68,6.72,40
13655380XPvAibaEXe/X5qOvA9deFSqB+D+B3Wl4,8.49,8.49,133
BE573A0FXPvAibaEXe/X5qOvA9deFWiLIcL3XnRq,8.56,8.56,131
406CA736XPvAibaEXe/EbCJQv4uheJSkPxWpbZwW,7.6,7.86,123
09792F8AXPvAibaEXe/EbCJQv4uheBJq+S2/WJDS,8.92,8.92,141
A1D12A14XPvAibaEXe/EbCJQv4uheBzrEAuuc+9B,7.82,7.82,135
72799547XPvAibaEXe/EbCJQv4uheCs1N4MmdI1Q,8.09,8.09,128
63AB05E2XPvAibaEXe9/w7qCPr4fx5T4ywW+XAPz,7.79,7.79,134
F7047BC2XPvAibaEXe9/w7qCPr4fx1n88eauBXwE,7.51,7.6,122
F89F5B19XPvAibaEXe9/w7qCPr4fx7yoct15oaoS,6.18,7.33,88
FFDC81D5XPvAibaEXe9/w7qCPr4fx1roEzeCxcg8,8.62,8.62,135
008BC94CXPvAibaEXe9/w7qCPr4fx1vMkMDBbGR/,2.79,7.12,20
19BBE919XPvAibaEXe9/w7qCPr4fx730Ys7C6Pnx,5.45,6.22,93
312DE7FEXPvAibaEXe9/w7qCPr4fx7wnJbpMwzOR,8.74,8.74,131
0C462C74XPvAibaEXe98rLBMbW9WWdnI+g77HgqD,0.7,0,0
47929769XPvAibaEXe9/w7qCPr4fx5ZSKwER9cBP,8.26,8.4,136
7B4D341FXPvAibaEXe9/w7qCPr4fx7bYTS1UiH5h,2.51,5.42,13
81A16E02XPvAibaEXe98rLBMbW9WWZYzqql2Y9VW,3.76,6.47,46
B3D68FC5XPvAibaEXe98rLBMbW9WWRAfSMcdOHDg,7.91,8.04,134
66CA5BA9XPvAibaEXe98rLBMbW9WWR7xPkTygvnz,7.7,7.7,140
C562F6BCXPvAibaEXe98rLBMbW9WWeTXnniCvI8f,9.09,9.09,129
B4FFB99BXPvAibaEXe98rLBMbW9WWeYMnBpskQrb,7.94,7.94,123
5579D3EBXPvAibaEXe/MMx1dMBtPnSMMbhp+C7hs,0,0,0
5769D718XPvAibaEXe98rLBMbW9WWbEmCMpQV7QR,8.22,8.22,112
1AF11951XPvAibaEXe98rLBMbW9WWU4GQh97XuTC,8.1,8.1,130
0F04DA5EXPvAibaEXe98rLBMbW9WWe80/0gktK2q,8.05,8.05,130
93B16D35XPvAibaEXe98rLBMbW9WWajDKHxQWdwm,0,0,0
63AEE0E1XPvAibaEXe/MMx1dMBtPnZgENpzeH0a3,7.25,7.65,118
3AE9D52AXPvAibaEXe/MMx1dMBtPnSBGva9BdDMm,7.46,7.53,128
AAD47E91XPvAibaEXe/MMx1dMBtPnZSiumv5WHCQ,7.5,7.62,124
5ECA05E4XPvAibaEXe/MMx1dMBtPndI+Jb7jkgeU,7.4,7.4,131
5184C2D8XPvAibaEXe/MMx1dMBtPnfS6Aify5Ald,6.31,6.54,109
C865FEF8XPvAibaEXe/MMx1dMBtPnZ2NGclM/qOf,0,0,0
F6213C7FXPvAibaEXe/MMx1dMBtPnQrE1yYQ0PoC,7.31,7.31,110
D39B4BD9XPvAibaEXe/MMx1dMBtPnYkQf8xjAzDw,8.36,8.36,127
4DFBCD0BXPvAibaEXe815EPCWwbvwa6bmTH2lz2k,6.9,6.9,111
DA3E280FXPvAibaEXe815EPCWwbvwecSRsiPSikM,2.82,5.72,11
D67D27A4XPvAibaEXe815EPCWwbvwe1487FaOvMA,8.32,8.32,131
BAFC9C7EXPvAibaEXe815EPCWwbvwQXJi2oa+4HX,7.49,7.49,140
6D1D3429XPvAibaEXe815EPCWwbvwSLQJvbnbMVb,7.28,7.28,126
AA258976XPvAibaEXe815EPCWwbvwRWcuxDnT92V,1.92,5.57,6
66D88B14XPvAibaEXe815EPCWwbvwbJvb0G+NdOp,4.87,6.36,55
2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,8.41,8.55,135
95249315XPvAibaEXe+IVHw2W4Uqahl7RHhwIliI,7.39,7.6,103
94A6BB31XPvAibaEXe+IVHw2W4Uqah4dooDrSrIK,7.73,7.73,115
B95CBA5DXPvAibaEXe+IVHw2W4UqamRvsYDlgM1i,6.73,6.91,101
EB61647CXPvAibaEXe+IVHw2W4Uqat2aIsIjo8OH,7.53,7.65,116
49AFA78CXPvAibaEXe+IVHw2W4Uqalb8BVExen18,8.6,8.6,136
5B251F69XPvAibaEXe+IVHw2W4UqatoV9qfDUYEo,7.58,7.58,124
361908CBXPvAibaEXe+IVHw2W4UqallYRA4x04U0,7.66,8.02,129
EBFB9448XPvAibaEXe+IVHw2W4UqajGc1g2HShpV,7.89,8.16,126
5A758833XPvAibaEXe8UkZVD+5XbrMlwmHooi//x,7.79,7.79,147
A5DC0C28XPvAibaEXe815EPCWwbvwVqtdPrtoku1,6.99,6.99,95
7F4DBF67XPvAibaEXe815EPCWwbvwaQx27BUTx8v,5.14,6.65,59
96FB7A63XPvAibaEXe8UkZVD+5XbrHcUj5QffQfy,7.78,7.78,123
1C609B59XPvAibaEXe8UkZVD+5XbrP9fRgzYGpJ+,7.8,7.8,127
D1E43B44XPvAibaEXe8UkZVD+5XbrMJ2A5eQt9Lh,7.22,7.22,120
A4A0CFA0XPvAibaEXe8UkZVD+5XbrEoByUk6dDly,7.28,7.32,122
D75F7AF3XPvAibaEXe8UkZVD+5XbrAXdMpZ3BbG7,8.13,8.13,139
A1B6FE81XPvAibaEXe8UkZVD+5XbrHHu+9+n8Cn4,7.16,7.5,134
83778D4CXPvAibaEXe8UkZVD+5XbrJWBu7nie7TC,7.94,7.94,126
2FF2D346XPvAibaEXe+IVHw2W4UqasQiy0d+uqF7,7.81,7.93,132
9DE155A7XPvAibaEXe+P3P+fEFRIWK57346B+oO3,7.85,7.85,124
55BB54C4XPvAibaEXe+P3P+fEFRIWNdqLeyJcbPn,8.51,8.51,126
72916CE3XPvAibaEXe+P3P+fEFRIWK7NjKEc7AlK,6.11,6.48,90
B7D178A6XPvAibaEXe+IVHw2W4Uqaofy1pHMZD/0,7.07,7.27,123
815B148DXPvAibaEXe+P3P+fEFRIWNoPQoF+Ga0u,6.79,6.79,112
019568E7XPvAibaEXe+P3P+fEFRIWDXExiPZGRaa,8.98,8.98,127
FEB0C633XPvAibaEXe+P3P+fEFRIWCovtvpxa3qR,8.86,8.86,134
02FAB066XPvAibaEXe+P3P+fEFRIWPj6XPfklz7k,9.05,9.05,133
D254BC2DXPvAibaEXe8Hc2wHUxgky+O0/eB4NKlr,7.41,7.41,130
FEE6FFFDXPvAibaEXe8Hc2wHUxgky3etHFdBGL94,7.92,7.92,122
EE3FB9DEXPvAibaEXe8Hc2wHUxgky+fNoO50R73N,6.67,6.77,107
ED396D3BXPvAibaEXe8Hc2wHUxgky4CO+jMdQoBQ,8.57,8.57,122
F3AFC8DAXPvAibaEXe8Hc2wHUxgky6LZjkN9QGIT,7.43,7.43,116
E2000025XPvAibaEXe8Hc2wHUxgky3cmM38gICpI,8.57,8.57,135
6F25CD19XPvAibaEXe8Hc2wHUxgky+vqU7EkXwT4,7.63,7.63,118
0368E395XPvAibaEXe8Hc2wHUxgky4xlonemdAzO,7.82,7.92,127
5FE3899EXPvAibaEXe9UjnPPEYi4Uf/W04om0ZQP,7.53,7.63,131
2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,7.44,7.44,130
772227F1XPvAibaEXe9UjnPPEYi4UX3ecZSJtG3q,6.97,7.57,111
B3E4CF3BXPvAibaEXe9UjnPPEYi4UcTDPFKAsEFM,8.58,8.58,144
9AC7300DXPvAibaEXe9UjnPPEYi4UYL4Pmjsy8Gh,8.2,8.2,134
26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,8.34,8.34,126
34B681A8XPvAibaEXe9UjnPPEYi4UV+h8DUMpX32,6.81,7.29,122
5BD7719AXPvAibaEXe+Ee/bNoyDJsvCeLK+oL0vG,5.01,6.27,80
EC15F644XPvAibaEXe+Ee/bNoyDJskC9WJ6nr3Ae,8.56,8.56,143
F55BBDC5XPvAibaEXe9V50Ts4UAUsCMOge7bqzt+,8.91,8.91,137
0E1F9B22XPvAibaEXe+Ee/bNoyDJss9tsEhQqAHs,5.35,6.39,99
57D87DB5XPvAibaEXe+Ee/bNoyDJskfGApkK8T+o,5.68,6.57,76
523AB451XPvAibaEXe+Ee/bNoyDJss4A9USNSu6u,8.66,8.81,133
1083A68CXPvAibaEXe/TOGeH6x1BlYSHmoQnOl55,7.02,7.11,130
1248CA30XPvAibaEXe+Ee/bNoyDJsjrgUqpNJOQ6,4.83,6.87,74
27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,7.6,7.6,130
E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9,7.94,7.94,116
C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,8.01,8.01,121
E7704FF9XPvAibaEXe85v8rw3dwROpBSOvjdmjsV,8.32,8.32,130
59C3E497XPvAibaEXe85v8rw3dwROu+dZTFwm2rA,4.96,6.58,75
730FB412XPvAibaEXe85v8rw3dwROjSpjSY9gaCg,8.05,8.05,113
40963A03XPvAibaEXe85v8rw3dwROvpDjjAR6s3C,7.63,7.63,127
626B0A04XPvAibaEXe85v8rw3dwROgy8Z/pogxmI,8.43,8.43,127
202D3FBDXPvAibaEXe85v8rw3dwROnf8+zXA+6Kc,7.31,7.31,130
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,7.87,7.87,117
4B5AB4F7XPvAibaEXe+55g1kTuqhA/I35jGrD9te,7.93,7.93,126
E2638968XPvAibaEXe+55g1kTuqhA+ZtZ7D+vplh,6.73,7.37,104
8304096EXPvAibaEXe85v8rw3dwROjSGU5ciEzKm,8.41,8.41,146
BB864E76XPvAibaEXe85v8rw3dwROkTtdcCflL07,5.09,6.28,80
330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,7.63,7.88,121
73D813B6XPvAibaEXe+55g1kTuqhA3u1XH0dWNf1,6.8,6.8,126
D8EC2478XPvAibaEXe+55g1kTuqhA2eis2lWAxqZ,7.35,7.42,136
85E62673XPvAibaEXe+55g1kTuqhAxvdhsciV5yT,8.03,8.03,143
0C6A6031XPvAibaEXe+55g1kTuqhAxmrxHxT8ysJ,7.34,7.46,112
B9DF1E5AXPvAibaEXe+55g1kTuqhA5v7WisfFIUC,4.85,6.35,72
A0FD85C9XPvAibaEXe+55g1kTuqhA4a99o9YI5xI,6.89,6.89,117
BB05D862XPvAibaEXe9V50Ts4UAUsNKIVpz35mI7,4.89,6.74,58
BBEA494AXPvAibaEXe9V50Ts4UAUsJBBV3kPQK8e,7.08,7.08,109
2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,7.55,7.71,123
5C0A1217XPvAibaEXe9V50Ts4UAUsLVhms6HFwvs,8.7,8.7,136
1F12FCA4XPvAibaEXe9V50Ts4UAUsAQ+5gKFgzeq,6.03,7.42,91
516CB8B7XPvAibaEXe9V50Ts4UAUsHjBBjr+GpN6,6.78,6.87,122
10284077XPvAibaEXe9V50Ts4UAUsDmSppki+qRw,5.94,6.9,105
18194826XPvAibaEXe9V50Ts4UAUsOTg9uoNUYoK,7.32,7.41,128
C13C36B6XPvAibaEXe/TOGeH6x1BlVDDF+HyOLkO,6.71,7.38,113
280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,6.93,7.59,122
CFFCEE9EXPvAibaEXe/TOGeH6x1BleZUt7+WoUn+,7.26,7.26,134
2E6472D5XPvAibaEXe/TOGeH6x1Blas4lTTms1XY,7.39,7.39,120
BA6AB26AXPvAibaEXe/TOGeH6x1BlcuocqZMkF6q,7.28,7.28,126
EC6A7728XPvAibaEXe/TOGeH6x1BlTvKStAB18TG,7.65,7.65,130
AD327868XPvAibaEXe/TOGeH6x1BlX2GcRCVyrI7,7.24,7.24,126
C2115F30XPvAibaEXe/TOGeH6x1BlbSouo22nZi4,8.08,8.08,133
4ABE187CXPvAibaEXe94sKKoWENjB1kc5S0oZHFw,6.28,6.76,102
EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi,7.86,7.86,131
4156B23BXPvAibaEXe94sKKoWENjB57FgiTYdvHX,8.46,8.61,133
EDAC596CXPvAibaEXe94sKKoWENjB2iDnzzjD2sC,7.29,7.29,129
594E6FC5XPvAibaEXe94sKKoWENjB3Gtr1KiiVIx,8.12,8.12,137
853C37D0XPvAibaEXe94sKKoWENjB9jIyDYOxlKa,8.37,8.5,133
0C2AF9F5XPvAibaEXe94sKKoWENjB6fpcrsmxLCQ,3.22,6.67,11
EB000B1DXPvAibaEXe94sKKoWENjB9jVXJTJTgf/,7.29,7.29,142
236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,7.95,7.95,136
55CBA940XPvAibaEXe9Hf/fJ8gF3WiYVACUisffu,8.69,8.69,125
1FCA4129XPvAibaEXe94sKKoWENjB48rF+m5+//Y,7.31,7.31,136
EF9FB66BXPvAibaEXe9Hf/fJ8gF3Wr/Y2SyxD2Ro,5.3,6.86,64
85A831D1XPvAibaEXe9Hf/fJ8gF3WjBI6YI4IAgm,7.19,7.44,123
16711091XPvAibaEXe9Hf/fJ8gF3WonhdqtnpIjx,8.21,8.33,127
B0338FFFXPvAibaEXe9Hf/fJ8gF3WpsnHHa5hiU/,9.28,9.28,127
9200EC24XPvAibaEXe9Hf/fJ8gF3WmBuDSc/Wxbo,8.2,8.2,135
D356129EXPvAibaEXe9Hf/fJ8gF3WidXisaksKVX,8.61,8.61,127
3C505858XPvAibaEXe8bHoSDwbr9UpHE0dqQVri8,8.56,8.56,148
8784973BXPvAibaEXe/Jc8h2JxO5QWDOcxh8OWeR,8.47,8.62,133
501CDF4DXPvAibaEXe/Jc8h2JxO5QZ/KdQlZKg6s,7.79,7.79,135
21E8E7DFXPvAibaEXe/Jc8h2JxO5QZmf6Y0zWw7B,7.93,7.93,128
1F5F997FXPvAibaEXe/Jc8h2JxO5QUPJMG68evM+,7.41,7.59,132
9838A646XPvAibaEXe/Jc8h2JxO5QbKDfW+35ySv,6.82,7.51,115
8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc,7.16,7.16,126
E1F67574XPvAibaEXe95BgJyC1XgNbInpl98CVCv,5.69,7.44,58
D78CD6FBXPvAibaEXe/Jc8h2JxO5QQiBNfEf4UUw,6.75,6.75,115
F282E487XPvAibaEXe95BgJyC1XgNYraK+zbGNJZ,8.74,8.74,127
83F67FBFXPvAibaEXe95BgJyC1XgNcM67ghVT2ss,8,8,129
59E43661XPvAibaEXe95BgJyC1XgNVekGSViZdY+,7.64,7.64,128
DF932FD2XPvAibaEXe8bHoSDwbr9UuMnJlkSC+Zy,3.51,5.7,4
79765D54XPvAibaEXe8bHoSDwbr9UjcNQwX9/a8s,8.01,8.01,130
DB1873DFXPvAibaEXe8bHoSDwbr9UoDKldsBOWvv,8.43,8.63,140
EC8A21ECXPvAibaEXe8bHoSDwbr9UmqihlFYfs8t,6.88,7.17,121
D3A4BAFEXPvAibaEXe8bHoSDwbr9Unpw3ohvTLh6,8.21,8.36,121
84DF0B9CXPvAibaEXe8bHoSDwbr9Ut5j+T3UwLtg,6.7,7.45,99
646FE6DDXPvAibaEXe8bHoSDwbr9UniXiTYLouxw,7.77,7.77,135
DC33F511XPvAibaEXe8bHoSDwbr9UoekkFTrKv1C,7.5,7.61,124
6E20511AXPvAibaEXe/7NEQj7YafNHn4qqpLucPa,8.67,8.67,138
AE3E0681XPvAibaEXe/7NEQj7YafNHeu6EEjAD0P,6.63,6.87,115
D2F8850AXPvAibaEXe/7NEQj7YafNPD/g2IdSIWD,7.22,7.29,124
B1E8C32BXPvAibaEXe/7NEQj7YafNJdcNOQuXX+V,0.6,0,20
65919BBCXPvAibaEXe/7NEQj7YafNLMbAAcTwPBi,6.45,6.69,108
8EC538B6XPvAibaEXe/7NEQj7YafNBP4C/PREB1F,8.16,8.16,131
D851F501XPvAibaEXe/7NEQj7YafNAZb+v9daEH+,6.79,7.19,115
47E0992AXPvAibaEXe/Jc8h2JxO5QWCzB8X5nHXn,6.81,7.4,116
51164227XPvAibaEXe95BgJyC1XgNTdcv0Dg5gvu,2.16,6.8,12
FB358712XPvAibaEXe95BgJyC1XgNfFkJl1jmWcR,7.71,7.71,129
9CB4BE25XPvAibaEXe95BgJyC1XgNXXkNOrClFn/,7.93,7.93,131
2711D4E1XPvAibaEXe95BgJyC1XgNWyNcIVivwe6,8.68,8.68,128
10993663XPvAibaEXe/el9TRAKM7gZ631cv+oW2P,7.78,7.78,119
8329AD7CXPvAibaEXe/el9TRAKM7gahpCvswT0Nd,7.98,8.21,124
28745714XPvAibaEXe/el9TRAKM7gfOI2Nkj3YTT,8.36,8.36,148
E6FB9C99XPvAibaEXe/el9TRAKM7gdq296hfTAa1,7.63,7.84,120
FD728D2DXPvAibaEXe/el9TRAKM7gRUIheWoy0Ea,7.23,7.23,115
D1A5833EXPvAibaEXe/el9TRAKM7gawBQvIYYgYN,8.97,8.97,129
825F4DBBXPvAibaEXe/el9TRAKM7gZngnRe3iExp,2.54,7.5,5
2CD43968XPvAibaEXe/el9TRAKM7gTgeI3yz0NsV,1.45,6.13,6
0503FE6BXPvAibaEXe/el9TRAKM7gRqt8tonkLHU,6.64,6.9,92
D8E0C681XPvAibaEXe8IsBka/KfNv0gyM2oU5k1o,6.98,7.17,106
0EECF6C7XPvAibaEXe8IsBka/KfNv325nO+dEjhm,4.25,6.81,49
421B21C7XPvAibaEXe8IsBka/KfNv8ovNIJc2p9q,8.47,8.47,129
A93DCE56XPvAibaEXe8IsBka/KfNv8LtDiKyfCrd,7.12,7.26,131
6659AE01XPvAibaEXe8IsBka/KfNv2yloSfP/yOE,6.56,7,119
11713007XPvAibaEXe8IsBka/KfNv6hhHm5RPcZv,6.89,7.16,121
38EF64D0XPvAibaEXe8IsBka/KfNv0HzQ6FJKVog,5.65,6.57,106
9642653AXPvAibaEXe/el9TRAKM7gU3Nhwhrf/Wn,7.75,7.75,127
AEB3BDBFXPvAibaEXe8IsBka/KfNv/kRxP1P/M88,6.7,7.02,114
CBCB062FXPvAibaEXe+aquNtcMIbv8DdlibusxRn,6.77,7.18,110
DD2A29F3XPvAibaEXe+SXBrvSceI6dc9d4ghYN7P,8.47,8.47,132
E266BE7AXPvAibaEXe+SXBrvSceI6Zz6TAelbehV,7.92,7.92,122
43EF8537XPvAibaEXe+SXBrvSceI6VYvYO1RvOUV,6.46,7.08,100
E535EE17XPvAibaEXe+SXBrvSceI6cVULjPMK+DS,8.24,8.24,121
00E6586DXPvAibaEXe+SXBrvSceI6ZBiVR5JBtyI,6.98,7.18,129
B9F258AFXPvAibaEXe+SXBrvSceI6cBpgWIx/rUw,2.61,5.43,6
D5BED852XPvAibaEXe+SXBrvSceI6YY4YPNJb4F4,6.07,6.96,99
C898CAA9XPvAibaEXe+SXBrvSceI6XhvuXmcixA8,8.49,8.49,121
938E8520XPvAibaEXe+SXBrvSceI6dFLo2nFMN/y,8.17,8.17,120
5F69463DXPvAibaEXe+SXBrvSceI6Si7U/SEq7FM,2.46,7.4,12
3B7F2681XPvAibaEXe+aquNtcMIbv0MogmjrPfra,7.88,7.88,127
55A569EFXPvAibaEXe+aquNtcMIbv6am/odZ2HT2,8.11,8.11,119
30B43EAFXPvAibaEXe+aquNtcMIbvwMLH3gD3H8y,8.07,8.07,143
CB3EAFD4XPvAibaEXe+aquNtcMIbv2pFitzFU5uT,8.61,8.61,129
79876914XPvAibaEXe/J0r+JN9xEWb7kDWep2V4E,8.33,8.33,129
DA75E8F3XPvAibaEXe8f56j3W7C5xs5+J8XcB5oK,7.63,7.63,130
8A32A2ECXPvAibaEXe+aquNtcMIbvy3LCllonwh5,8.38,8.38,133
F9C7DB2AXPvAibaEXe9Zp44TyFcBSCnbRA+2WJgV,7.11,7.62,115
0B42CB86XPvAibaEXe+aquNtcMIbv99lkiYwFMH9,6.85,7.34,104
ACE13B33XPvAibaEXe+aquNtcMIbv7qfgO8jdNLN,8.22,8.22,133
F6492EF0XPvAibaEXe9Zp44TyFcBSCUKBXJCjJvO,5.84,6.31,83
68967370XPvAibaEXe9Zp44TyFcBSDcwWhsGcthJ,7.51,7.58,111
C9583BA1XPvAibaEXe9Zp44TyFcBSBfmzs4baS9I,7.36,7.51,117
1D37D345XPvAibaEXe9Zp44TyFcBSAN7u3B08mRX,8.06,8.06,128
297CC4CCXPvAibaEXe9Zp44TyFcBSM+WoXMqOj0T,0.79,0,0
B7CBBB20XPvAibaEXe9Zp44TyFcBSE1OIknMMKnV,7.55,7.64,135
E835A45FXPvAibaEXe9Zp44TyFcBSFD25Xop3i7v,7.62,7.69,133
9EF1A2B5XPvAibaEXe9Zp44TyFcBSH+N78ImGkYj,8.33,8.33,132
A241B997XPvAibaEXe/mDljlbns7jXY14SxuNGfI,8.09,8.09,129
AB8E169AXPvAibaEXe/mDljlbns7jUpGfKeFSBW7,7.45,7.66,120
EE2FDA0CXPvAibaEXe/mDljlbns7jS3UM2L2H5qQ,6.94,7.14,103
98E41921XPvAibaEXe/mDljlbns7jTGo/RiSGy3r,7.96,8.3,133
1765B137XPvAibaEXe/mDljlbns7jV1LMXD7TMdY,7.57,7.57,126
BAB70030XPvAibaEXe/mDljlbns7jR7iZhkfWuAz,8.22,8.22,123
9CEE9B1FXPvAibaEXe/mDljlbns7jYi6W6uei3rB,6.28,6.83,111
C0A6A6C2XPvAibaEXe9t3AmSkf7FuRIVQ4M62HLZ,7.13,7.36,136
38DAFA34XPvAibaEXe9t3AmSkf7FuaFg1NEYAf7f,7.9,7.9,126
A997E774XPvAibaEXe9t3AmSkf7FuUAtuJvYypr6,6.78,6.89,104
6E35E958XPvAibaEXe9t3AmSkf7Fuaoy8dqN7u1W,7.25,7.53,103
F577A35EXPvAibaEXe9t3AmSkf7FuYFC7MZDGQs9,7.65,7.77,127
