mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
667A6F9BXPvAibaEXe9gkNN06c3nLdiEVszhd5de,19,19.0,20.0,20.0,17.0,,,,,,,,,,,,,,,,,
667C60F6XPvAibaEXe9W6UmNXS/RjiGPR3PkHA3L,18,22.0,18.0,,,,,,,,,,,,,,,,,,,
667D7118XPvAibaEXe9fafwYRU+Npl+YtdtCh0Qt,18,16.0,7.0,8.0,26.0,20.0,,,,,,,,,,,,,,,,
668068E2XPvAibaEXe/VTtmkh7JuOkFzkUL+030E,20,21.0,15.0,21.0,12.0,,,,,,,,,,,,,,,,,
668A7C0EXPvAibaEXe/twRH8x8eygzacDsTzn1yF,17,19.0,23.0,23.0,4.0,21.0,22.0,3.0,20.0,18.0,17.0,0.0,,,,,,,,,,
6695C814XPvAibaEXe9BgVwdGgzpaWghu9fyLWIp,13,17.0,22.0,20.0,19.0,18.0,19.0,8.0,10.0,,,,,,,,,,,,,
6698ABC8XPvAibaEXe9iov3KWPg5dUxj1atZ4QoU,17,21.0,22.0,20.0,20.0,19.0,14.0,13.0,7.0,,,,,,,,,,,,,
66A02ECDXPvAibaEXe8fDZWQ6Sz6wnDUmjPhi5ub,16,17.0,19.0,15.0,18.0,16.0,16.0,,,,,,,,,,,,,,,
66A43171XPvAibaEXe+ckxeBGrfRpCD06lkqa30E,16,16.0,17.0,,,,,,,,,,,,,,,,,,,
66A4C2F3XPvAibaEXe+bKRR4AXbeMvnGUJH5W5PE,20,,,,,,,,,,,,,,,,,,,,,
66A5386DXPvAibaEXe8E6yzSPpyFOdE1/ewFpu4R,20,18.0,19.0,17.0,17.0,17.0,17.0,5.0,,,,,,,,,,,,,,
66A9B4FBXPvAibaEXe+BUGeEgVnB4P/PVf37xsAo,17,15.0,20.0,23.0,7.0,22.0,20.0,10.0,19.0,19.0,17.0,,,,,,,,,,,
66ABD822XPvAibaEXe+ckxeBGrfRpKilE7L5rvaI,4,,,,,,,,,,,,,,,,,,,,,
66AC0DB0XPvAibaEXe+jRlsyXvmhz0UMJf6WzG75,15,20.0,22.0,20.0,22.0,16.0,3.0,,,,,,,,,,,,,,,
66B24040XPvAibaEXe+wmtNhlfgIwn9iSiemRgPv,22,20.0,6.0,28.0,25.0,10.0,21.0,20.0,9.0,25.0,11.0,6.0,14.0,10.0,3.0,3.0,,,,,,
66B413B4XPvAibaEXe+ERYFOhgzk5aqxY24xGAf3,19,24.0,23.0,,,,,,,,,,,,,,,,,,,
66B669CCXPvAibaEXe/N50hRf+Du8SsrBlhwElZm,13,21.0,25.0,23.0,23.0,12.0,0.0,,,,,,,,,,,,,,,
66B7076AXPvAibaEXe+wnAHzeNC8Ylh9u9hOSGle,17,17.0,19.0,8.0,21.0,24.0,16.0,,,,,,,,,,,,,,,
66B86ADEXPvAibaEXe/qZKhoIW7F1siwD4M/PDu7,16,,,,,,,,,,,,,,,,,,,,,
66C3AEB9XPvAibaEXe/fvouekn0IRoDsSabzcJMB,20,13.0,20.0,,,,,,,,,,,,,,,,,,,
66C6E48DXPvAibaEXe9UtuX6jG5J8UDMs9ZMhIzv,16,16.0,20.0,12.0,,,,,,,,,,,,,,,,,,
66C7067DXPvAibaEXe8enouoh243g0BOY5+GdZI7,13,6.0,,,,,,,,,,,,,,,,,,,,
66C9055EXPvAibaEXe9/yTscVGvCl9Zwjp7JwtrA,14,15.0,18.0,,,,,,,,,,,,,,,,,,,
66CA5BA9XPvAibaEXe98rLBMbW9WWR7xPkTygvnz,15,17.0,22.0,22.0,19.0,18.0,15.0,,,,,,,,,,,,,,,
66D88B14XPvAibaEXe815EPCWwbvwbJvb0G+NdOp,16,19.0,15.0,7.0,10.0,10.0,,,,,,,,,,,,,,,,
66D8EA8FXPvAibaEXe8WxPcntbnyslQMvMD9JfJL,20,21.0,19.0,17.0,16.0,18.0,15.0,,,,,,,,,,,,,,,
66D91FFCXPvAibaEXe+NMGfsRlFbFdcm9nRawjFS,14,19.0,21.0,19.0,16.0,,,,,,,,,,,,,,,,,
66DFBD62XPvAibaEXe+bzhoLNxTK04hYVR+xFO6r,22,22.0,14.0,,,,,,,,,,,,,,,,,,,
66E0FD89XPvAibaEXe+UUQWJxakK0qTxD5JlVtOO,18,21.0,13.0,20.0,19.0,,,,,,,,,,,,,,,,,
66EB0E4FXPvAibaEXe+Dzz08DYrYWVxgTGzK1uC2,20,19.0,20.0,18.0,19.0,18.0,8.0,,,,,,,,,,,,,,,
66F097A0XPvAibaEXe/8adMMWxG4mSu+ObgIJ9Zs,19,28.0,21.0,,,,,,,,,,,,,,,,,,,
66F0CE66XPvAibaEXe/F36f6kWud/7GJfbu3NDv5,18,,,,,,,,,,,,,,,,,,,,,
67019C78XPvAibaEXe/GgxgRg2iezkeTP1N+aT4C,17,17.0,22.0,22.0,18.0,16.0,18.0,,,,,,,,,,,,,,,
670817FEXPvAibaEXe+LLvbxzunmJKKt4KdkWwgm,22,22.0,19.0,15.0,10.0,24.0,26.0,4.0,29.0,4.0,20.0,,,,,,,,,,,
671D09FAXPvAibaEXe8IGiiWauHvTHz2ZSMV7PKN,19,21.0,23.0,18.0,19.0,14.0,17.0,11.0,,,,,,,,,,,,,,
671F6C8AXPvAibaEXe+GapkXz3RH2LDVekVF73iC,16,21.0,4.0,21.0,19.0,21.0,16.0,16.0,12.0,,,,,,,,,,,,,
67229D5AXPvAibaEXe8u6ih8pRJJpNdyXkOAm4aH,9,15.0,10.0,21.0,18.0,19.0,13.0,8.0,12.0,7.0,10.0,,,,,,,,,,,
6726316CXPvAibaEXe8VnqU11737HrFa30iy2jmJ,19,21.0,19.0,14.0,20.0,19.0,23.0,8.0,16.0,,,,,,,,,,,,,
6728E109XPvAibaEXe+k62RFIc5kZFAf/2x0Fy3R,19,24.0,23.0,,,,,,,,,,,,,,,,,,,
672D838CXPvAibaEXe/LIv6QeHs+Zcfs7iJPoN5o,17,17.0,19.0,23.0,21.0,14.0,14.0,8.0,,,,,,,,,,,,,,
6733555EXPvAibaEXe+yfG9g1htAWpRxTKnZr2t2,20,23.0,23.0,0.0,,,,,,,,,,,,,,,,,,
6737E007XPvAibaEXe+SgbKufUiN7Cgz+ZmGhWIf,19,17.0,20.0,19.0,7.0,16.0,19.0,4.0,19.0,14.0,14.0,6.0,,,,,,,,,,
673CB672XPvAibaEXe+g+689Av0WQyWfZz/S798Q,17,18.0,23.0,8.0,21.0,19.0,9.0,0.0,,,,,,,,,,,,,,
673CDC4DXPvAibaEXe/Ae0QceO7lRCbM7meFxWwi,13,16.0,22.0,17.0,17.0,18.0,16.0,4.0,10.0,,,,,,,,,,,,,
673DFB3FXPvAibaEXe+PVAbtvmWztm2CbdLr9oDw,17,17.0,19.0,,,,,,,,,,,,,,,,,,,
674402D9XPvAibaEXe9If6gyA/58XMyivSA+g+kh,12,24.0,20.0,18.0,19.0,0.0,,,,,,,,,,,,,,,,
6745D066XPvAibaEXe8obZrDicJ9sh2aCTTeRlIJ,14,14.0,19.0,,,,,,,,,,,,,,,,,,,
67483A9DXPvAibaEXe+pX9RZhc1jhgT3r3KReJqb,7,13.0,19.0,18.0,6.0,20.0,16.0,16.0,,,,,,,,,,,,,,
675617C3XPvAibaEXe9rbQR8nwnz2Ffm+aNEIdyX,21,16.0,12.0,,,,,,,,,,,,,,,,,,,
675F6E1AXPvAibaEXe8Lp0YaxzdqUqANf9LrAVMr,19,21.0,20.0,20.0,4.0,19.0,22.0,14.0,11.0,8.0,3.0,10.0,3.0,0.0,,,,,,,,
67639D06XPvAibaEXe8YVnt3/PysMNQ0m/JP34HN,16,,,,,,,,,,,,,,,,,,,,,
6765BEA3XPvAibaEXe9SS1kaXnboZgCBG2YFEsa8,16,,,,,,,,,,,,,,,,,,,,,
6767D514XPvAibaEXe/X620QmxGwzQfnnKhAohwI,19,20.0,16.0,15.0,18.0,0.0,,,,,,,,,,,,,,,,
6767E861XPvAibaEXe87cFnqlCoR2XagC719vAcL,21,22.0,14.0,21.0,24.0,19.0,20.0,21.0,14.0,,,,,,,,,,,,,
676E21AEXPvAibaEXe8xyXxgsyDrV41kFgYSg8JF,18,,,,,,,,,,,,,,,,,,,,,
6777A5A5XPvAibaEXe/BqA0y8R3TRZDcJooW2geh,18,17.0,10.0,22.0,18.0,7.0,17.0,23.0,8.0,17.0,18.0,7.0,13.0,10.0,4.0,15.0,14.0,,,,,
6778C130XPvAibaEXe+7P4TS0/ikVcxrYCiN4Kyj,17,23.0,22.0,23.0,20.0,19.0,21.0,13.0,,,,,,,,,,,,,,
6779820CXPvAibaEXe9oEjq52PyLOrHP5z5K4AiD,14,,,,,,,,,,,,,,,,,,,,,
677BE13BXPvAibaEXe/Ojw5gA+9jXlEdHdnjvK4V,19,17.0,3.0,22.0,21.0,4.0,17.0,23.0,22.0,11.0,0.0,18.0,,,,,,,,,,
67847C60XPvAibaEXe+RaLErOlzgha2y+g6xYjV0,15,20.0,22.0,16.0,15.0,19.0,16.0,5.0,13.0,0.0,,,,,,,,,,,,
6788A221XPvAibaEXe86dz+VaoQLCSB7H5KI/dC2,14,,,,,,,,,,,,,,,,,,,,,
678A7E53XPvAibaEXe86736b6Ol+/Jgt4POkxWzn,22,22.0,23.0,17.0,20.0,15.0,4.0,22.0,18.0,7.0,23.0,3.0,,,,,,,,,,
678D7DDFXPvAibaEXe+tKlY40ATmdRi+ljMSm4lA,17,20.0,24.0,21.0,14.0,16.0,17.0,12.0,,,,,,,,,,,,,,
679190A6XPvAibaEXe9EUO2qxCH07YiAKT41f4A5,17,21.0,24.0,23.0,15.0,22.0,15.0,19.0,,,,,,,,,,,,,,
6797E6AFXPvAibaEXe88tz7NL7l/gigtWlWELlnM,17,24.0,3.0,20.0,26.0,20.0,,,,,,,,,,,,,,,,
679B2858XPvAibaEXe9APrO/ahEJpkcGXvpmKhGu,16,19.0,19.0,,,,,,,,,,,,,,,,,,,
67A05D6CXPvAibaEXe/X5qOvA9deFRJ0DDr9P9j3,16,19.0,17.0,17.0,16.0,16.0,15.0,,,,,,,,,,,,,,,
67A51DC3XPvAibaEXe/7YVAxOsMwOtCFvKInEQ0e,13,15.0,16.0,20.0,16.0,8.0,,,,,,,,,,,,,,,,
67ADFF00XPvAibaEXe/KzUC9/fyuEi2QDLswFCcc,14,18.0,22.0,20.0,19.0,,,,,,,,,,,,,,,,,
67AF943DXPvAibaEXe+5IWWYgAKfUvFkQn1lhcst,18,19.0,21.0,16.0,22.0,,,,,,,,,,,,,,,,,
67B08E41XPvAibaEXe92uUBt7zfwrT4ApqjDuA+s,12,13.0,6.0,18.0,20.0,16.0,21.0,21.0,10.0,14.0,,,,,,,,,,,,
67C24B91XPvAibaEXe/t9ok6w7D83YAb0zt0CrIL,19,11.0,18.0,19.0,17.0,,,,,,,,,,,,,,,,,
67C763FAXPvAibaEXe/BqA0y8R3TRXNUn5wTg3dI,18,16.0,12.0,25.0,22.0,24.0,20.0,16.0,10.0,,,,,,,,,,,,,
67CDE373XPvAibaEXe+NDo030EtOPNH2SjFqCsl/,18,19.0,19.0,20.0,19.0,,,,,,,,,,,,,,,,,
67CF304EXPvAibaEXe8rZ8NuCiCoOeBPZMKpSl6p,17,17.0,14.0,18.0,24.0,16.0,13.0,,,,,,,,,,,,,,,
67D044F2XPvAibaEXe97q47CdxnNZACAWtvSi+eR,17,22.0,27.0,17.0,21.0,15.0,20.0,14.0,,,,,,,,,,,,,,
67D137A2XPvAibaEXe8p9EUNm1rzjvKUl7BrKjoM,16,19.0,22.0,16.0,24.0,,,,,,,,,,,,,,,,,
67D20EBBXPvAibaEXe/J0r+JN9xEWaAHLQuEkUv4,18,17.0,12.0,21.0,13.0,14.0,,,,,,,,,,,,,,,,
67D7036DXPvAibaEXe+zrGHfAUSFabjrbPTYEo23,17,17.0,24.0,19.0,14.0,20.0,20.0,16.0,8.0,,,,,,,,,,,,,
67D73E5FXPvAibaEXe9hweWHK/GxsAzYBCt3GIbM,17,19.0,24.0,19.0,17.0,19.0,20.0,13.0,,,,,,,,,,,,,,
67D7D4C1XPvAibaEXe/1Yakz2BGJTZEs6GQ/zp3H,19,21.0,21.0,22.0,20.0,23.0,16.0,,,,,,,,,,,,,,,
67D96DACXPvAibaEXe/4WyTnp6RTwtpIjPgCAODs,19,21.0,17.0,20.0,22.0,17.0,16.0,12.0,,,,,,,,,,,,,,
67DEE78BXPvAibaEXe8xyXxgsyDrVyFQN0icWBoj,17,,,,,,,,,,,,,,,,,,,,,
67E2F52DXPvAibaEXe8WxPcntbnystyMNB/0jTs9,16,19.0,23.0,11.0,4.0,18.0,,,,,,,,,,,,,,,,
67E4BB42XPvAibaEXe951WuXHau+HwCQC/4UlH46,18,19.0,15.0,20.0,18.0,,,,,,,,,,,,,,,,,
67E56FAAXPvAibaEXe8hvnm4ihleLRSLdI7jgGdP,22,,,,,,,,,,,,,,,,,,,,,
67E71124XPvAibaEXe8s/QohNs6kgOTt7VbVM24i,18,22.0,20.0,23.0,19.0,,,,,,,,,,,,,,,,,
67E746A7XPvAibaEXe8YaJ+XvjGNa4AHHTab7pGP,17,21.0,7.0,26.0,18.0,3.0,19.0,19.0,16.0,10.0,,,,,,,,,,,,
67E97092XPvAibaEXe9lVlYxgSyBv3Lnr469JQ2W,17,19.0,23.0,8.0,22.0,14.0,13.0,,,,,,,,,,,,,,,
67EEDD5CXPvAibaEXe/7FS9daZff/JnaPRSOELli,20,19.0,18.0,,,,,,,,,,,,,,,,,,,
67F97CE7XPvAibaEXe/CiPILllTJfyfNtrSb5F+3,17,19.0,22.0,20.0,19.0,16.0,19.0,9.0,7.0,,,,,,,,,,,,,
67FE1ACEXPvAibaEXe9N6c4SmCoWIBdLPeIjO5Fx,22,,,,,,,,,,,,,,,,,,,,,
67FF26D5XPvAibaEXe9yFa4Od3meJ2CVR60p0A/F,16,20.0,16.0,24.0,16.0,,,,,,,,,,,,,,,,,
6800271FXPvAibaEXe8qdDDDT8MR9Jhf032OC/MR,20,,,,,,,,,,,,,,,,,,,,,
6800D0F1XPvAibaEXe+b6DqXDWl+uzldcvCdgZRb,15,17.0,23.0,20.0,24.0,21.0,10.0,,,,,,,,,,,,,,,
6804DC20XPvAibaEXe9dKITjhF3qTSqJgqvgUdJ2,13,21.0,22.0,20.0,20.0,16.0,18.0,10.0,,,,,,,,,,,,,,
6814CC95XPvAibaEXe8OoVdFXTFXCrigfNgJNLXT,14,,,,,,,,,,,,,,,,,,,,,
681E2797XPvAibaEXe8Z0gl1Ed7d5mCZcKuMPZei,14,20.0,16.0,,,,,,,,,,,,,,,,,,,
682945CCXPvAibaEXe9mCnb3+Zz/PUn3pDGbLSzu,17,23.0,29.0,22.0,14.0,13.0,21.0,6.0,10.0,,,,,,,,,,,,,
682C32E0XPvAibaEXe/Bn5cQSu92WX0DcIKdud8D,22,19.0,19.0,22.0,10.0,15.0,20.0,8.0,30.0,18.0,8.0,23.0,,,,,,,,,,
682C8D8EXPvAibaEXe+okMSMP+f8CkfRM4in3JpG,19,0.0,,,,,,,,,,,,,,,,,,,,
682CD65DXPvAibaEXe/J+06HIXtOoi+evNInvny4,22,,,,,,,,,,,,,,,,,,,,,
6830FBDFXPvAibaEXe++B0JyCbXA1H7UKeNd7aVi,13,17.0,24.0,8.0,23.0,18.0,20.0,,,,,,,,,,,,,,,
68475035XPvAibaEXe9DjwUQ+Cta8ZNmpw2ChsxC,19,21.0,19.0,20.0,14.0,19.0,17.0,17.0,10.0,,,,,,,,,,,,,
6847BE9EXPvAibaEXe/c9IhyYNxqHBEU24Hn0qRh,16,23.0,19.0,,,,,,,,,,,,,,,,,,,
68481D94XPvAibaEXe+3sZoWnetaj+cTym+QdnwT,15,15.0,24.0,22.0,4.0,21.0,16.0,7.0,22.0,13.0,6.0,12.0,5.0,3.0,,,,,,,,
68527770XPvAibaEXe+jpgatmakYN/PhzMXke2Xk,8,4.0,20.0,16.0,12.0,,,,,,,,,,,,,,,,,
6854FCD8XPvAibaEXe8VziDgYa0u7mTJdEiYeXKm,19,13.0,16.0,14.0,7.0,16.0,15.0,13.0,9.0,4.0,14.0,,,,,,,,,,,
685E9B66XPvAibaEXe8Z5hiNBvM0RUhoP1Ap4yGC,20,21.0,20.0,22.0,23.0,19.0,7.0,,,,,,,,,,,,,,,
6861BF4CXPvAibaEXe/pmLsWv14ojKDv120AX0kS,20,22.0,19.0,20.0,14.0,14.0,13.0,10.0,,,,,,,,,,,,,,
6863E512XPvAibaEXe8hLNatuVCg+UIHvbMJncfZ,17,21.0,23.0,21.0,19.0,15.0,17.0,17.0,,,,,,,,,,,,,,
686CCFABXPvAibaEXe+Gp/0WoyAlucCuGzC+gfX7,19,26.0,20.0,,,,,,,,,,,,,,,,,,,
686F0240XPvAibaEXe/EbCJQv4uheLsCvuE8vs+G,7,13.0,19.0,18.0,6.0,20.0,16.0,16.0,,,,,,,,,,,,,,
686F3782XPvAibaEXe+kZ0usiWMt+uoo98hna70m,20,22.0,22.0,16.0,20.0,,,,,,,,,,,,,,,,,
687112ECXPvAibaEXe8ciyLBP/Qla/1I7+xi3CDh,17,19.0,23.0,18.0,4.0,12.0,17.0,12.0,,,,,,,,,,,,,,
68714A89XPvAibaEXe/hev6WBclXgcrR55gSFk2D,14,19.0,21.0,22.0,18.0,0.0,,,,,,,,,,,,,,,,
68729C09XPvAibaEXe9e5yvZyP+PzvjX2gh1MTvA,17,22.0,,,,,,,,,,,,,,,,,,,,
688A8B3BXPvAibaEXe+Mha34tPf5f07ZyJj081hS,16,20.0,16.0,18.0,20.0,,,,,,,,,,,,,,,,,
688AD0F0XPvAibaEXe+A3TjfwxprolQPmwWz78oz,19,19.0,22.0,20.0,20.0,15.0,18.0,21.0,12.0,6.0,2.0,,,,,,,,,,,
688B8286XPvAibaEXe8CNW5gpzV0gXOeRqZCXPuG,17,21.0,22.0,20.0,16.0,16.0,16.0,,,,,,,,,,,,,,,
68967370XPvAibaEXe9Zp44TyFcBSDcwWhsGcthJ,17,20.0,21.0,6.0,15.0,8.0,14.0,0.0,,,,,,,,,,,,,,
68990332XPvAibaEXe+ccR/iEG5CItd7i/z/uSkG,16,20.0,18.0,,,,,,,,,,,,,,,,,,,
68A477D8XPvAibaEXe82NO/soieFB7iOKLFgRWOu,18,19.0,24.0,25.0,16.0,,,,,,,,,,,,,,,,,
68A6C4F9XPvAibaEXe9oenRjqNmEXzXRzv4simoh,13,17.0,15.0,16.0,12.0,11.0,6.0,6.0,3.0,,,,,,,,,,,,,
68A9F6E0XPvAibaEXe+Wjq/eoSKNhSFFR3HqFJZ7,17,21.0,7.0,19.0,18.0,25.0,22.0,,,,,,,,,,,,,,,
68B0B37EXPvAibaEXe+trmCqFzXmqIG0RmNrAW8C,14,,,,,,,,,,,,,,,,,,,,,
68BD92B2XPvAibaEXe9sAb//V6ZS2CQ4z5eB/fgc,17,25.0,21.0,15.0,8.0,,,,,,,,,,,,,,,,,
68C88A4DXPvAibaEXe+U9ZkhoRAmyjIXH8b/mk6y,19,23.0,17.0,,,,,,,,,,,,,,,,,,,
68CE8BF0XPvAibaEXe9RBNO8knVPDzBP8FuKR2+8,13,15.0,24.0,23.0,9.0,12.0,10.0,21.0,23.0,,,,,,,,,,,,,
68D5E6B0XPvAibaEXe/K7hCdr6apMUXOnK0X1b6b,18,,,,,,,,,,,,,,,,,,,,,
68D69CD4XPvAibaEXe8m7ybKj0ITr05F9ZThL4R5,20,22.0,23.0,21.0,18.0,,,,,,,,,,,,,,,,,
68D7C2D2XPvAibaEXe9drMWeKYE4jE7jX1IcXiuW,15,17.0,19.0,22.0,19.0,18.0,17.0,,,,,,,,,,,,,,,
68E760BFXPvAibaEXe8ooYk4mkUGmPtFJ8yRjfYR,22,19.0,21.0,19.0,17.0,14.0,20.0,10.0,,,,,,,,,,,,,,
68EB2622XPvAibaEXe9M021iVaAwIPmPusZ0mw3v,22,19.0,24.0,19.0,3.0,20.0,19.0,16.0,18.0,,,,,,,,,,,,,
68EF8B9AXPvAibaEXe+yfG9g1htAWr97Nw//P4GF,19,25.0,21.0,,,,,,,,,,,,,,,,,,,
68F708CEXPvAibaEXe8C0OVs/+m9DvU/iZd+fzAJ,18,,,,,,,,,,,,,,,,,,,,,
68F82731XPvAibaEXe8LHfATqQ4bHn4100aHRyHQ,17,19.0,7.0,22.0,20.0,7.0,18.0,17.0,20.0,20.0,15.0,5.0,,,,,,,,,,
68FE3C91XPvAibaEXe+swj/cdUVTZmwt3pEL95IO,14,,,,,,,,,,,,,,,,,,,,,
6907A97DXPvAibaEXe8oz3/loyZiHH5Lb1U/Xzy6,20,20.0,17.0,19.0,22.0,19.0,22.0,14.0,,,,,,,,,,,,,,
690BCEE2XPvAibaEXe+7Ce1uw1ikU/bd093OWzw/,18,20.0,19.0,,,,,,,,,,,,,,,,,,,
6920B9AAXPvAibaEXe83EtiN4MI2ns6NZhlUAIhE,18,21.0,22.0,19.0,22.0,14.0,3.0,19.0,16.0,,,,,,,,,,,,,
692758D6XPvAibaEXe+pDN88/1DR4FhgbLqyi+BX,17,22.0,15.0,17.0,19.0,20.0,14.0,24.0,16.0,20.0,16.0,24.0,24.0,,,,,,,,,
692AE086XPvAibaEXe+7uJh0aD4oAhdF11ZV7Cz8,19,21.0,22.0,18.0,20.0,15.0,12.0,7.0,4.0,3.0,8.0,,,,,,,,,,,
692F7E32XPvAibaEXe9S88+OcosOZqBoToSIPTVh,14,19.0,4.0,21.0,22.0,16.0,,,,,,,,,,,,,,,,
693BF40CXPvAibaEXe+PAOVcd+LnOYY2k3crUSnI,16,15.0,3.0,20.0,23.0,16.0,13.0,8.0,12.0,7.0,3.0,4.0,11.0,3.0,13.0,4.0,,,,,,
693C1496XPvAibaEXe9g/zM5tup2BYMUn0RbeZ4k,16,20.0,21.0,13.0,8.0,0.0,,,,,,,,,,,,,,,,
69409335XPvAibaEXe8HttSSNPsv4agkkgDX/kJt,18,,,,,,,,,,,,,,,,,,,,,
6941EDCFXPvAibaEXe9lF2o7VejWNigZWDBEXchf,18,20.0,6.0,24.0,23.0,27.0,22.0,7.0,20.0,16.0,23.0,,,,,,,,,,,
694330BCXPvAibaEXe83EtiN4MI2ngvW488wCP/k,22,19.0,22.0,18.0,7.0,28.0,20.0,4.0,23.0,16.0,18.0,,,,,,,,,,,
69463C0BXPvAibaEXe/pMmb/AhS2LSKdRcUgK2qo,16,16.0,20.0,12.0,0.0,,,,,,,,,,,,,,,,,
694CF3A9XPvAibaEXe/c+AA7R58MU+cMKb0kBta2,20,19.0,18.0,17.0,15.0,15.0,8.0,,,,,,,,,,,,,,,
6953DF6BXPvAibaEXe8XU1E8XgQL2JzsZAS/iqve,11,21.0,19.0,22.0,23.0,22.0,,,,,,,,,,,,,,,,
69564F4DXPvAibaEXe+5IWWYgAKfUh5N1JWGwJkp,16,20.0,18.0,16.0,9.0,0.0,,,,,,,,,,,,,,,,
6956DB9DXPvAibaEXe9qZviAmCDqB120qTgXNNZY,5,17.0,18.0,22.0,19.0,,,,,,,,,,,,,,,,,
695708AAXPvAibaEXe8yPFclSS+31k2xGDgXj1+U,21,15.0,19.0,0.0,,,,,,,,,,,,,,,,,,
69634BDAXPvAibaEXe+gzQv7yQRYbnF+ADHGv386,21,19.0,18.0,13.0,14.0,15.0,,,,,,,,,,,,,,,,
69643540XPvAibaEXe+cHxM5cHw4Wn3KWrehFvo/,9,17.0,10.0,21.0,19.0,16.0,17.0,8.0,12.0,7.0,15.0,,,,,,,,,,,
696753E9XPvAibaEXe+zCbAzes7Yiq5b0VhNBA6a,15,19.0,22.0,20.0,20.0,20.0,15.0,10.0,,,,,,,,,,,,,,
696ABCD2XPvAibaEXe8Xr3ULxehOvihEhDpWkYV7,18,,,,,,,,,,,,,,,,,,,,,
696BBB7CXPvAibaEXe827gUJFt6sri9wU/vTtagU,17,17.0,19.0,19.0,17.0,17.0,12.0,,,,,,,,,,,,,,,
6975D013XPvAibaEXe9zkQY6ucuvgNVA4zThKLzF,17,15.0,12.0,16.0,,,,,,,,,,,,,,,,,,
6975E297XPvAibaEXe9usUd9iNN9jCbmHLFVMRag,15,15.0,21.0,28.0,24.0,11.0,10.0,,,,,,,,,,,,,,,
697EDC98XPvAibaEXe8dEe4TA8wgH56QOkqr6AGx,17,22.0,20.0,22.0,19.0,24.0,15.0,10.0,,,,,,,,,,,,,,
6981B504XPvAibaEXe9Xnw4t0GPgx4e71aEuqYO2,22,19.0,6.0,22.0,22.0,14.0,17.0,18.0,14.0,4.0,13.0,7.0,4.0,,,,,,,,,
6988D28AXPvAibaEXe9MSDlNDFbYdo3rYOhSopw2,17,15.0,3.0,19.0,21.0,22.0,20.0,23.0,21.0,4.0,22.0,12.0,3.0,14.0,7.0,24.0,12.0,14.0,13.0,13.0,,
698A5619XPvAibaEXe83RuGSO94Cq+btE+DhSaEt,18,23.0,23.0,15.0,17.0,14.0,14.0,,,,,,,,,,,,,,,
699CEAEAXPvAibaEXe8vzv/aZ4Qa6T9rnd6uOUUq,15,15.0,15.0,13.0,21.0,,,,,,,,,,,,,,,,,
699D39F9XPvAibaEXe8kQad4U9taeaLAJOfks3WJ,17,22.0,15.0,,,,,,,,,,,,,,,,,,,
69A47B33XPvAibaEXe92ERxxrRb8DtTO73HQcq13,16,16.0,14.0,,,,,,,,,,,,,,,,,,,
69A4EA48XPvAibaEXe+rNPAzQP/2TxFCmI32Ywpe,17,27.0,23.0,13.0,19.0,0.0,,,,,,,,,,,,,,,,
69AD4167XPvAibaEXe8mWHox15dNN0OBjLZTfJAY,16,16.0,20.0,4.0,,,,,,,,,,,,,,,,,,
69C5430DXPvAibaEXe92/FvKjToSoR/N9CBVYvYr,16,14.0,15.0,16.0,14.0,23.0,20.0,0.0,,,,,,,,,,,,,,
69CC9D77XPvAibaEXe/A0C8NKWg+cCtO4VRi7hM3,13,21.0,24.0,23.0,18.0,17.0,10.0,,,,,,,,,,,,,,,
69CE7A3EXPvAibaEXe9mjVtuyMJi9MNGsBgeCrXQ,15,15.0,28.0,18.0,20.0,19.0,21.0,7.0,10.0,,,,,,,,,,,,,
69D325A1XPvAibaEXe9A8avg2Xms/9vgjaJdEDR8,17,17.0,18.0,16.0,17.0,19.0,17.0,4.0,,,,,,,,,,,,,,
69D4BAA3XPvAibaEXe+m4TIigwhBB70jmYk7DWDj,17,17.0,20.0,24.0,24.0,22.0,13.0,,,,,,,,,,,,,,,
69DD2363XPvAibaEXe/PpYImsUfHqKbr7uKLVm3D,19,17.0,24.0,19.0,18.0,19.0,13.0,15.0,13.0,,,,,,,,,,,,,
69E01CD5XPvAibaEXe/We/j/OFWka5BhrrAFWFPB,16,16.0,22.0,24.0,16.0,,,,,,,,,,,,,,,,,
69E51186XPvAibaEXe940UZ6oO2s2fhiOCaIgYki,14,16.0,20.0,,,,,,,,,,,,,,,,,,,
69EAA97AXPvAibaEXe90ZzX2oanjjnD7J8FNZuDS,19,21.0,23.0,19.0,20.0,23.0,4.0,24.0,18.0,15.0,,,,,,,,,,,,
69FDCF7CXPvAibaEXe8obZrDicJ9skMLQiN3fGAa,22,18.0,23.0,,,,,,,,,,,,,,,,,,,
6A00B12EXPvAibaEXe+J+IMbPBeTHAvAlQm2O1qW,14,19.0,15.0,16.0,15.0,,,,,,,,,,,,,,,,,
6A019AD0XPvAibaEXe8T1DiYsmlfsUfueeZhOx0R,13,19.0,24.0,25.0,7.0,19.0,20.0,14.0,8.0,7.0,,,,,,,,,,,,
